150.0	0.0	0.0	0.0	0.0	0.0	-150.0	0.0	0.0	0.0	0.0	0.0
0.0	0.9375	0.0	0.0	0.0	3750.0	0.0	-0.9375	0.0	0.0	0.0	3750.0
0.0	0.0	0.46875	0.0	-1875.0	0.0	0.0	0.0	-0.46875	0.0	-1875.0	0.0
0.0	0.0	0.0	2884.6153846153843	0.0	0.0	0.0	0.0	0.0	-2884.6153846153843	0.0	0.0
0.0	0.0	-1875.0	0.0	1.0e7	0.0	0.0	0.0	1875.0	0.0	5.0e6	0.0
0.0	3750.0	0.0	0.0	0.0	2.0e7	0.0	-3750.0	0.0	0.0	0.0	1.0e7
-150.0	0.0	0.0	0.0	0.0	0.0	150.0	0.0	0.0	0.0	0.0	0.0
0.0	-0.9375	0.0	0.0	0.0	-3750.0	0.0	0.9375	0.0	0.0	0.0	-3750.0
0.0	0.0	-0.46875	0.0	1875.0	0.0	0.0	0.0	0.46875	0.0	1875.0	0.0
0.0	0.0	0.0	-2884.6153846153843	0.0	0.0	0.0	0.0	0.0	2884.6153846153843	0.0	0.0
0.0	0.0	-1875.0	0.0	5.0e6	0.0	0.0	0.0	1875.0	0.0	1.0e7	0.0
0.0	3750.0	0.0	0.0	0.0	1.0e7	0.0	-3750.0	0.0	0.0	0.0	2.0e7
